created_time,RequestID,priority,requester,category,sub_category,subject,request_status,resolved_time,resolution_hours,severity,est_per_day_cost_usd
2025-06-22 16:07:00,SR-1986438,Priority 4,George Singh,HR,Payroll,Payroll issue reported by George Singh,In Progress,,,Medium,500
2025-05-15 16:06:00,SR-1933779,Priority 2,Fatima Demilian,LM Onboarding,New joinee queries,New joinee queries issue reported by Fatima Demilian,Open,,,Low,500
2025-07-20 02:43:00,INC-1901421,Priority 4,Sadhana Demilian,ACCOPS,Token Reset,Token Reset issue reported by Sadhana Demilian,In Progress,,,Low,10000
2025-05-31 01:55:00,SR-1999599,Priority 2,George Verma,Facilities,Cafeteria,Cafeteria issue reported by George Verma,Open,,,High,1000
2025-04-25 12:39:00,INC-1919442,Priority 4,Kunal Demilian,IT Support,Email Access,Email Access issue reported by Kunal Demilian,Closed,2025-04-29 01:27:36,84.81,Medium,1000
2025-05-08 05:03:00,SR-1955981,Priority 2,Anjali Patel,HR,Leave Policy,Leave Policy issue reported by Anjali Patel,Closed,2025-05-12 08:11:24,99.14,High,1000
2025-07-13 18:50:00,SR-1949546,Priority 4,Kunal Demilian,Finance,Expense Claim,Expense Claim issue reported by Kunal Demilian,In Progress,,,High,500
2025-03-07 01:28:00,INC-1923890,Priority 2,Fatima Verma,IT Support,Email Access,Email Access issue reported by Fatima Verma,Closed,2025-03-07 22:56:12,21.47,Medium,5000
2025-02-13 02:43:00,SR-1924857,Priority 3,Neha Wilson,LM Onboarding,Resource Extension,Resource Extension issue reported by Neha Wilson,In Progress,,,Low,10000
2025-03-17 12:49:00,SR-1918059,Priority 2,Kunal Demilian,LM Onboarding,Resource Extension,Resource Extension issue reported by Kunal Demilian,In Progress,,,High,500
2025-03-18 01:10:00,SR-1946041,Priority 4,Fatima Wilson,IT Support,Laptop Issue,Laptop Issue issue reported by Fatima Wilson,Closed,2025-03-22 05:23:48,100.23,High,5000
2025-07-20 18:29:00,INC-1995017,Priority 3,Alfarhan Verma,Network,Bandwidth,Bandwidth issue reported by Alfarhan Verma,Open,,,High,10000
2025-04-30 07:32:00,INC-1958757,Priority 3,David Wilson,Network,Bandwidth,Bandwidth issue reported by David Wilson,Closed,2025-04-30 14:44:00,7.2,Low,10000
2025-04-06 19:41:00,INC-1910153,Priority 1,Fatima Singh,Facilities,Transport,Transport issue reported by Fatima Singh,Open,,,Low,500
2025-03-29 07:48:00,SR-1997730,Priority 2,Fatima Wilson,Facilities,Seating,Seating issue reported by Fatima Wilson,In Progress,,,High,3000
2025-06-21 08:40:00,INC-1987784,Priority 4,Anjali Fernandes,HR,Payroll,Payroll issue reported by Anjali Fernandes,In Progress,,,Medium,200
2025-04-06 01:58:00,INC-1962032,Priority 3,Anjali Verma,Facilities,Seating,Seating issue reported by Anjali Verma,Closed,2025-04-06 03:04:00,1.1,Medium,5000
2025-03-08 15:24:00,INC-1998272,Priority 2,Sadhana Verma,IT Support,Laptop Issue,Laptop Issue issue reported by Sadhana Verma,Closed,2025-03-12 10:43:12,91.32,Medium,5000
2025-03-09 05:08:00,SR-1978743,Priority 3,George Sharma,ACCOPS,Account Access,Account Access issue reported by George Sharma,Pending,,,High,500
2025-05-16 10:02:00,SR-1916280,Priority 3,Alfarhan Wilson,HR,Leave Policy,Leave Policy issue reported by Alfarhan Wilson,In Progress,,,Low,10000
2025-06-15 19:28:00,INC-1958330,Priority 4,David Iyer,ACCOPS,VPN,VPN issue reported by David Iyer,Pending,,,High,1000
2025-03-30 22:12:00,SR-1972473,Priority 3,Anjali Sharma,ACCOPS,Token Reset,Token Reset issue reported by Anjali Sharma,Closed,2025-04-04 03:30:36,101.31,Medium,3000
2025-05-17 19:08:00,SR-1948751,Priority 3,Priya Singh,IT Support,Email Access,Email Access issue reported by Priya Singh,Open,,,Medium,500
2025-07-19 22:19:00,SR-1907739,Priority 1,Neha Fernandes,ACCOPS,VPN,VPN issue reported by Neha Fernandes,Closed,2025-07-24 01:14:48,98.93,Low,1000
2025-03-18 13:44:00,INC-1942618,Priority 1,Anjali Wilson,Network,Firewall,Firewall issue reported by Anjali Wilson,Closed,2025-03-20 03:23:36,37.66,Medium,1000
2025-03-07 01:07:00,SR-1993573,Priority 3,David Fernandes,Facilities,Cafeteria,Cafeteria issue reported by David Fernandes,Open,,,Critical,1000
2025-05-11 18:22:00,INC-1931861,Priority 4,David Patel,IT Support,Laptop Issue,Laptop Issue issue reported by David Patel,Open,,,Low,10000
2025-03-17 00:51:00,INC-1907321,Priority 2,Alfarhan Demilian,Facilities,Cafeteria,Cafeteria issue reported by Alfarhan Demilian,Pending,,,Low,1000
2025-07-25 05:37:00,SR-1937040,Priority 3,Alfarhan Singh,LM Onboarding,Resource Extension,Resource Extension issue reported by Alfarhan Singh,In Progress,,,High,1000
2025-07-16 21:37:00,SR-1959022,Priority 2,Neha Wilson,Network,Firewall,Firewall issue reported by Neha Wilson,Closed,2025-07-17 01:53:48,4.28,Medium,500
2025-03-26 00:14:00,INC-1984527,Priority 1,Kunal Demilian,ACCOPS,VPN,VPN issue reported by Kunal Demilian,Closed,2025-03-28 14:29:00,62.25,Low,500
2025-02-22 16:00:00,INC-1923492,Priority 4,Anjali Khan,HR,Compliance,Compliance issue reported by Anjali Khan,Open,,,Critical,200
2025-03-17 04:34:00,SR-1946241,Priority 4,Fatima Singh,HR,Payroll,Payroll issue reported by Fatima Singh,Open,,,High,1000
2025-04-08 11:53:00,INC-1995619,Priority 3,George Khan,HR,Compliance,Compliance issue reported by George Khan,Closed,2025-04-11 09:56:36,70.06,Critical,500
2025-03-10 00:17:00,INC-1966888,Priority 1,George Wilson,Finance,Budget Request,Budget Request issue reported by George Wilson,Pending,,,High,1000
2025-06-07 21:52:00,INC-1942442,Priority 1,Sadhana Patel,Network,Firewall,Firewall issue reported by Sadhana Patel,Closed,2025-06-09 10:10:36,36.31,Critical,200
2025-06-17 03:10:00,SR-1992471,Priority 2,Neha Verma,Finance,Expense Claim,Expense Claim issue reported by Neha Verma,Closed,2025-06-18 18:11:12,39.02,High,500
2025-04-23 20:40:00,SR-1934670,Priority 3,George Wilson,Network,Connectivity,Connectivity issue reported by George Wilson,Open,,,Low,5000
2025-06-01 20:24:00,INC-1943018,Priority 1,David Singh,IT Support,Software Install,Software Install issue reported by David Singh,Open,,,High,200
2025-05-16 23:01:00,SR-1928017,Priority 4,Neha Iyer,Finance,Expense Claim,Expense Claim issue reported by Neha Iyer,Open,,,High,200
2025-06-12 13:42:00,SR-1916525,Priority 1,Ravi Singh,Network,Connectivity,Connectivity issue reported by Ravi Singh,Pending,,,Medium,200
2025-07-06 02:13:00,SR-1919793,Priority 2,Anjali Sharma,ACCOPS,Token Reset,Token Reset issue reported by Anjali Sharma,Pending,,,Low,1000
2025-06-14 17:40:00,INC-1997239,Priority 3,Fatima Khan,ACCOPS,Account Access,Account Access issue reported by Fatima Khan,In Progress,,,Low,10000
2025-07-03 14:10:00,INC-1954005,Priority 4,Priya Sharma,Network,Connectivity,Connectivity issue reported by Priya Sharma,Closed,2025-07-06 17:11:48,75.03,Critical,200
2025-04-18 04:48:00,INC-1991657,Priority 4,Kunal Khan,Facilities,Seating,Seating issue reported by Kunal Khan,Closed,2025-04-21 20:30:00,87.7,Medium,500
2025-07-21 16:00:00,INC-1909962,Priority 1,Neha Iyer,Facilities,Cafeteria,Cafeteria issue reported by Neha Iyer,In Progress,,,Low,200
2025-07-15 14:01:00,INC-1920673,Priority 1,Anjali Iyer,Facilities,Transport,Transport issue reported by Anjali Iyer,Pending,,,High,200
2025-06-02 08:50:00,INC-1957870,Priority 2,Kunal Dubey,HR,Compliance,Compliance issue reported by Kunal Dubey,Open,,,Medium,10000
2025-07-18 13:06:00,INC-1911233,Priority 3,George Sharma,LM Onboarding,Resource Extension,Resource Extension issue reported by George Sharma,Pending,,,Low,5000
2025-03-10 14:11:00,SR-1964726,Priority 2,Ravi Demilian,Network,Connectivity,Connectivity issue reported by Ravi Demilian,Pending,,,Critical,200
2025-05-29 21:33:00,SR-1964310,Priority 3,George Sharma,IT Support,Laptop Issue,Laptop Issue issue reported by George Sharma,Open,,,Low,1000
2025-05-21 11:11:00,INC-1917882,Priority 2,George Dubey,HR,Leave Policy,Leave Policy issue reported by George Dubey,Pending,,,High,5000
2025-03-18 08:54:00,INC-1969509,Priority 4,Fatima Wilson,HR,Leave Policy,Leave Policy issue reported by Fatima Wilson,Open,,,Medium,1000
2025-05-06 22:07:00,INC-1936932,Priority 2,David Fernandes,LM Onboarding,New joinee queries,New joinee queries issue reported by David Fernandes,In Progress,,,Critical,1000
2025-02-23 17:15:00,SR-1988100,Priority 1,Priya Sharma,Network,Bandwidth,Bandwidth issue reported by Priya Sharma,Open,,,High,5000
2025-06-28 20:46:00,INC-1930728,Priority 3,Fatima Sharma,Facilities,Cafeteria,Cafeteria issue reported by Fatima Sharma,In Progress,,,Low,500
2025-07-28 23:24:00,INC-1982643,Priority 2,Neha Patel,Network,Bandwidth,Bandwidth issue reported by Neha Patel,Pending,,,High,1000
2025-05-13 01:03:00,SR-1985448,Priority 2,Sadhana Wilson,Facilities,Transport,Transport issue reported by Sadhana Wilson,Pending,,,Critical,500
2025-05-18 00:52:00,SR-1914051,Priority 3,Sadhana Sharma,LM Onboarding,Resource Extension,Resource Extension issue reported by Sadhana Sharma,Closed,2025-05-18 07:27:24,6.59,Low,3000
2025-06-12 15:36:00,SR-1988544,Priority 3,David Demilian,HR,Compliance,Compliance issue reported by David Demilian,Open,,,Medium,1000
2025-05-10 23:18:00,INC-1905240,Priority 4,Sadhana Demilian,Network,Firewall,Firewall issue reported by Sadhana Demilian,Closed,2025-05-14 06:19:12,79.02,Medium,1000
2025-03-25 21:38:00,SR-1937700,Priority 2,Fatima Fernandes,Network,Bandwidth,Bandwidth issue reported by Fatima Fernandes,Closed,2025-03-27 22:39:12,49.02,Medium,5000
2025-04-08 21:27:00,INC-1976147,Priority 3,Anjali Singh,LM Onboarding,New joinee queries,New joinee queries issue reported by Anjali Singh,Closed,2025-04-10 14:43:12,41.27,Medium,500
2025-03-18 16:41:00,INC-1989443,Priority 4,David Sharma,LM Onboarding,Resource Extension,Resource Extension issue reported by David Sharma,Open,,,High,200
2025-04-06 15:32:00,INC-1923692,Priority 1,Neha Khan,LM Onboarding,Resource Extension,Resource Extension issue reported by Neha Khan,Closed,2025-04-10 14:06:48,94.58,Low,3000
2025-06-11 17:37:00,SR-1904543,Priority 3,Alfarhan Wilson,Network,Connectivity,Connectivity issue reported by Alfarhan Wilson,Closed,2025-06-15 02:17:12,80.67,Critical,200
2025-03-24 14:22:00,SR-1910643,Priority 4,Anjali Patel,Finance,Budget Request,Budget Request issue reported by Anjali Patel,Open,,,Low,200
2025-02-21 05:31:00,INC-1939790,Priority 4,Ravi Singh,Facilities,Cafeteria,Cafeteria issue reported by Ravi Singh,In Progress,,,Critical,3000
2025-04-29 01:52:00,INC-1965136,Priority 3,Sadhana Fernandes,LM Onboarding,Resource Extension,Resource Extension issue reported by Sadhana Fernandes,Open,,,Critical,3000
2025-06-29 06:00:00,INC-1992213,Priority 3,Priya Dubey,IT Support,Software Install,Software Install issue reported by Priya Dubey,In Progress,,,Critical,3000
2025-04-19 09:11:00,SR-1913201,Priority 3,Anjali Fernandes,Finance,Budget Request,Budget Request issue reported by Anjali Fernandes,Closed,2025-04-21 21:27:12,60.27,High,5000
2025-07-07 08:51:00,INC-1974591,Priority 3,Sadhana Iyer,Facilities,Seating,Seating issue reported by Sadhana Iyer,Pending,,,Medium,10000
2025-05-26 13:56:00,INC-1935939,Priority 1,David Singh,Facilities,Transport,Transport issue reported by David Singh,Open,,,Medium,10000
2025-02-07 05:29:00,SR-1975665,Priority 2,Anjali Verma,Facilities,Cafeteria,Cafeteria issue reported by Anjali Verma,In Progress,,,Critical,5000
2025-03-17 12:00:00,SR-1959504,Priority 1,Neha Verma,IT Support,Email Access,Email Access issue reported by Neha Verma,Closed,2025-03-17 13:21:36,1.36,Low,5000
2025-05-05 02:32:00,SR-1931777,Priority 3,Alfarhan Khan,Finance,Invoice,Invoice issue reported by Alfarhan Khan,Open,,,Low,3000
2025-03-12 21:15:00,SR-1985669,Priority 3,Kunal Singh,HR,Compliance,Compliance issue reported by Kunal Singh,In Progress,,,Medium,1000
2025-04-03 18:43:00,INC-1995660,Priority 4,Anjali Wilson,Network,Firewall,Firewall issue reported by Anjali Wilson,Pending,,,Medium,500
2025-05-14 20:26:00,INC-1968571,Priority 3,Neha Dubey,ACCOPS,VPN,VPN issue reported by Neha Dubey,Closed,2025-05-16 19:29:00,47.05,High,10000
2025-02-19 13:39:00,INC-1959677,Priority 1,Alfarhan Sharma,Finance,Invoice,Invoice issue reported by Alfarhan Sharma,Pending,,,Medium,10000
2025-03-11 16:57:00,INC-1908599,Priority 4,Ravi Singh,Network,Connectivity,Connectivity issue reported by Ravi Singh,Pending,,,Medium,200
2025-03-02 01:23:00,INC-1922508,Priority 3,Neha Patel,Facilities,Cafeteria,Cafeteria issue reported by Neha Patel,In Progress,,,Critical,3000
2025-03-06 08:08:00,SR-1980554,Priority 1,Sadhana Wilson,Finance,Expense Claim,Expense Claim issue reported by Sadhana Wilson,Closed,2025-03-09 06:32:00,70.4,Low,10000
2025-05-30 08:44:00,SR-1956803,Priority 4,George Khan,ACCOPS,Account Access,Account Access issue reported by George Khan,Closed,2025-06-01 17:28:24,56.74,Medium,10000
2025-04-08 13:19:00,SR-1955880,Priority 2,David Khan,ACCOPS,VPN,VPN issue reported by David Khan,Closed,2025-04-11 16:10:36,74.86,Medium,200
2025-03-15 08:16:00,SR-1913799,Priority 2,David Dubey,HR,Payroll,Payroll issue reported by David Dubey,Open,,,Critical,5000
2025-05-12 08:47:00,INC-1975925,Priority 3,George Verma,Facilities,Seating,Seating issue reported by George Verma,Open,,,Medium,5000
2025-06-13 07:16:00,SR-1952962,Priority 2,Anjali Iyer,LM Onboarding,Resource Extension,Resource Extension issue reported by Anjali Iyer,Open,,,High,3000
2025-04-06 00:17:00,SR-1953594,Priority 3,Fatima Verma,HR,Payroll,Payroll issue reported by Fatima Verma,Pending,,,Medium,3000
2025-06-16 00:08:00,INC-1957607,Priority 4,Ravi Singh,IT Support,Software Install,Software Install issue reported by Ravi Singh,Closed,2025-06-20 12:59:36,108.86,High,200
2025-07-09 10:21:00,SR-1951437,Priority 1,Kunal Wilson,Network,Firewall,Firewall issue reported by Kunal Wilson,In Progress,,,Low,3000
2025-03-26 20:27:00,INC-1958031,Priority 2,Sadhana Khan,ACCOPS,VPN,VPN issue reported by Sadhana Khan,Pending,,,Low,500
2025-06-21 06:39:00,INC-1901306,Priority 2,David Verma,HR,Leave Policy,Leave Policy issue reported by David Verma,Open,,,Medium,5000
2025-06-23 19:03:00,INC-1995552,Priority 1,Kunal Verma,Finance,Invoice,Invoice issue reported by Kunal Verma,Closed,2025-06-25 02:57:36,31.91,Medium,3000
2025-07-03 11:37:00,INC-1993299,Priority 1,Alfarhan Patel,ACCOPS,Token Reset,Token Reset issue reported by Alfarhan Patel,Open,,,Critical,10000
2025-06-12 17:46:00,SR-1964817,Priority 4,Neha Wilson,Network,Connectivity,Connectivity issue reported by Neha Wilson,Closed,2025-06-15 01:16:00,55.5,Low,200
2025-02-20 09:25:00,INC-1941045,Priority 3,Neha Khan,Facilities,Seating,Seating issue reported by Neha Khan,Closed,2025-02-20 20:34:36,11.16,Medium,200
2025-07-28 17:02:00,INC-1936739,Priority 3,Anjali Verma,IT Support,Email Access,Email Access issue reported by Anjali Verma,Closed,2025-08-02 02:41:36,105.66,Low,1000
2025-07-12 06:51:00,INC-1975018,Priority 4,Anjali Singh,LM Onboarding,New joinee queries,New joinee queries issue reported by Anjali Singh,In Progress,,,Medium,5000
2025-07-30 05:07:00,SR-1940297,Priority 2,Priya Sharma,HR,Payroll,Payroll issue reported by Priya Sharma,Pending,,,Low,1000
2025-06-28 21:18:00,SR-1923851,Priority 3,Anjali Khan,LM Onboarding,New joinee queries,New joinee queries issue reported by Anjali Khan,Pending,,,High,500
2025-03-31 23:17:00,INC-1921802,Priority 4,David Demilian,ACCOPS,VPN,VPN issue reported by David Demilian,In Progress,,,Low,500
2025-02-26 01:16:00,SR-1927681,Priority 2,Fatima Fernandes,ACCOPS,Account Access,Account Access issue reported by Fatima Fernandes,Closed,2025-02-27 08:21:24,31.09,Low,1000
2025-03-10 09:45:00,INC-1919580,Priority 2,Sadhana Singh,Finance,Budget Request,Budget Request issue reported by Sadhana Singh,Open,,,Critical,10000
2025-04-14 07:39:00,INC-1931369,Priority 2,Priya Dubey,ACCOPS,Account Access,Account Access issue reported by Priya Dubey,Open,,,Critical,3000
2025-07-06 18:43:00,INC-1988206,Priority 4,Neha Singh,LM Onboarding,Resource Extension,Resource Extension issue reported by Neha Singh,Open,,,Low,3000
2025-02-02 18:19:00,INC-1951589,Priority 3,Anjali Sharma,Network,Firewall,Firewall issue reported by Anjali Sharma,In Progress,,,Low,1000
2025-06-24 13:26:00,INC-1963374,Priority 1,Neha Patel,ACCOPS,VPN,VPN issue reported by Neha Patel,In Progress,,,Low,1000
2025-04-29 01:49:00,SR-1945637,Priority 3,David Patel,Finance,Budget Request,Budget Request issue reported by David Patel,Open,,,Low,10000
2025-07-09 23:32:00,INC-1996346,Priority 3,Fatima Patel,Facilities,Cafeteria,Cafeteria issue reported by Fatima Patel,Open,,,Low,1000
2025-04-21 16:33:00,SR-1997588,Priority 1,Anjali Demilian,ACCOPS,Token Reset,Token Reset issue reported by Anjali Demilian,Closed,2025-04-24 23:55:12,79.37,Critical,500
2025-03-01 12:44:00,SR-1964981,Priority 2,Sadhana Sharma,Facilities,Transport,Transport issue reported by Sadhana Sharma,Pending,,,Low,3000
2025-05-13 11:46:00,INC-1933600,Priority 2,Ravi Demilian,IT Support,Email Access,Email Access issue reported by Ravi Demilian,Closed,2025-05-18 09:08:12,117.37,High,5000
2025-07-04 15:19:00,INC-1930121,Priority 4,Alfarhan Patel,Network,Connectivity,Connectivity issue reported by Alfarhan Patel,Open,,,Medium,10000
2025-03-30 13:10:00,INC-1923402,Priority 2,Kunal Wilson,IT Support,Laptop Issue,Laptop Issue issue reported by Kunal Wilson,Open,,,Critical,3000
2025-06-29 02:04:00,INC-1993538,Priority 4,Ravi Sharma,Facilities,Transport,Transport issue reported by Ravi Sharma,Closed,2025-06-29 03:05:48,1.03,Medium,5000
2025-02-05 14:27:00,INC-1983641,Priority 2,Sadhana Sharma,ACCOPS,VPN,VPN issue reported by Sadhana Sharma,Open,,,Low,200
2025-04-14 23:53:00,SR-1986919,Priority 1,Kunal Verma,IT Support,Laptop Issue,Laptop Issue issue reported by Kunal Verma,In Progress,,,Critical,5000
2025-05-27 07:56:00,INC-1989244,Priority 1,Alfarhan Iyer,Facilities,Seating,Seating issue reported by Alfarhan Iyer,Open,,,Medium,500
2025-07-30 17:30:00,SR-1940634,Priority 1,Sadhana Singh,LM Onboarding,New joinee queries,New joinee queries issue reported by Sadhana Singh,Pending,,,High,3000
2025-04-18 13:38:00,INC-1972857,Priority 1,Priya Singh,HR,Compliance,Compliance issue reported by Priya Singh,Closed,2025-04-18 22:50:00,9.2,Critical,500
2025-04-27 14:29:00,INC-1903658,Priority 3,David Iyer,Network,Bandwidth,Bandwidth issue reported by David Iyer,In Progress,,,Medium,200
2025-03-05 16:00:00,SR-1928941,Priority 2,David Wilson,Network,Connectivity,Connectivity issue reported by David Wilson,In Progress,,,High,3000
2025-05-15 15:53:00,INC-1906126,Priority 1,Ravi Patel,IT Support,Email Access,Email Access issue reported by Ravi Patel,Open,,,High,5000
2025-02-25 06:28:00,INC-1923593,Priority 3,Kunal Fernandes,Network,Firewall,Firewall issue reported by Kunal Fernandes,Open,,,Low,5000
2025-03-30 22:25:00,SR-1954533,Priority 1,Fatima Fernandes,HR,Payroll,Payroll issue reported by Fatima Fernandes,In Progress,,,Critical,500
2025-05-20 13:47:00,SR-1981369,Priority 3,Anjali Sharma,Finance,Invoice,Invoice issue reported by Anjali Sharma,Open,,,Medium,500
2025-06-24 12:50:00,INC-1948109,Priority 1,Ravi Khan,IT Support,Software Install,Software Install issue reported by Ravi Khan,Closed,2025-06-24 19:50:36,7.01,Medium,1000
